DATAFLOW,REF_AREA,FREQ,MEASURE,CUR,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,SOURCE,NOTE_SOURCE,NOTE_INDICATOR,NOTE_CLASSIF,DECIMALS,UPPER_BOUND,LOWER_BOUND
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2005,893,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2006,893,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2007,893,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2008,1014,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2009,1135,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2010,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2011,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2012,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2013,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2014,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2015,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2016,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2017,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2018,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2019,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2020,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2021,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2022,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2023,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2024,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2025,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
ILO:DF_EAR_INEE_CUR_NB(1.0),USA,A,EAR_INEE_NB,CUR_TYPE_PPP,2026,1257,,NB,CR,0,ADM - Labour legislation,Repository: Eurostat | Data reference period: July,Type of minimum wage: Singular national minimum wage | USD: United States dollar,,2,,
